Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
37,20,3,-0.8227634604095807,-0.22107289531447227,1,2,0,1,1,1,0,14,2,1,3,3,5,5,1994,1995,0,0,10,10,1,0.0,1,3,4,3,3,1,5,0,5,0,1097,1097,2,4,1,3,-0.406834499636998,0,0,-0.406834499636998,0,0,1,1,3,1,1,6,4,0,1,4,1995.0,1,2,672,2,3,2,392,64,0,0,0,0,0,3,2,0,6,2009,2,3,-0.09834630622120517,0,0,0
38,20,3,-0.9725040469198878,-0.2359850506797956,1,2,0,1,1,0,0,8,2,1,3,3,5,6,1954,1990,2,0,2,1,2,650.0,1,3,2,2,3,1,1,1213,5,0,84,1297,2,3,1,3,-0.3888580159760029,0,0,-0.3888580159760029,0,1,1,0,3,1,1,5,4,1,3,4,1954.0,3,2,498,2,3,2,0,0,0,0,0,0,0,3,2,0,10,2009,2,3,-0.09634039251860643,0,0,0
39,20,3,-1.0093725426622215,-0.24073486533508306,1,2,0,1,1,0,0,8,2,1,3,3,5,7,1953,2007,0,0,10,10,1,0.0,1,2,2,2,3,1,6,731,5,0,326,1057,2,2,1,3,-0.4109552050452308,0,0,-0.4109552050452308,1,0,1,0,3,1,2,5,4,0,1,2,1953.0,1,1,246,2,3,2,0,52,0,0,0,0,0,3,2,0,1,2010,2,0,-0.10929419892941683,0,0,0
40,90,3,-1.0301533560860319,-0.2588062659934759,1,2,0,1,1,0,0,5,2,1,2,3,4,5,1955,1955,0,0,0,7,1,0.0,1,3,4,0,1,0,0,0,0,0,0,0,2,2,0,0,-0.4014830435659684,0,0,-0.4014830435659684,0,0,2,0,2,2,0,6,4,0,1,0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,6,2008,2,1,-0.12072465785523942,0,0,1
41,20,3,-0.9217423241424862,-0.23505569954009595,1,2,0,1,1,0,0,8,2,1,3,3,6,5,1965,1965,0,0,2,1,2,101.0,1,3,2,2,3,1,1,643,5,0,445,1088,2,4,1,3,-0.3867119122370317,0,0,-0.3867119122370317,0,0,2,0,3,1,1,6,4,1,3,4,1965.0,2,2,440,2,3,2,0,138,0,0,0,0,0,0,2,0,12,2006,2,0,-0.09468213843031821,0,0,0
42,20,3,-0.8146135282874368,-0.19563015912319454,1,2,0,1,1,0,0,19,2,1,3,3,5,6,1959,1959,0,0,10,10,1,0.0,1,2,2,2,3,4,2,967,5,0,383,1350,2,3,1,3,-0.3863988613955734,0,0,-0.3863988613955734,0,1,1,1,2,1,1,5,4,2,4,4,1959.0,2,1,308,2,3,1,0,104,0,0,0,0,0,3,2,0,7,2007,2,3,-0.09245306956023835,0,0,0
43,85,3,-1.0028194197605125,-0.2313745632096514,1,2,1,1,1,4,0,10,2,1,3,0,5,7,1983,1983,0,0,6,6,1,0.0,1,3,2,3,3,3,4,747,3,93,0,840,2,3,1,3,-0.4315114543558767,0,0,-0.4315114543558767,1,0,1,0,2,1,2,5,4,0,1,4,1983.0,2,2,504,2,2,2,240,0,0,0,0,0,0,2,2,0,12,2007,2,3,-0.09860601242574976,1,0,0
44,20,3,-1.0028194197605125,-0.2312386428437463,1,2,1,1,1,4,0,14,2,1,3,3,5,6,1975,1980,2,0,10,10,1,0.0,1,3,2,3,3,3,3,280,1,491,167,938,2,2,1,3,-0.4245545304806133,0,0,-0.4245545304806133,1,0,1,0,3,1,1,5,4,0,1,2,1977.0,1,1,308,2,3,2,145,0,0,0,0,0,0,2,2,0,7,2008,2,3,-0.10240391745619974,1,0,0
45,20,3,-0.9964393026543474,-0.2405477356288475,1,2,0,1,1,0,0,8,2,1,3,3,5,6,1959,1959,0,0,8,1,1,0.0,1,3,2,2,3,1,4,179,1,506,465,1150,2,4,1,2,-0.40167167343621707,0,0,-0.40167167343621707,1,0,1,0,3,1,1,6,4,0,1,4,1959.0,2,1,300,2,3,2,0,0,0,0,0,0,0,3,2,0,5,2006,2,3,-0.0993978164364841,0,0,0
46,120,3,-1.060840191749296,-0.24293172707312125,1,2,0,1,1,0,0,21,2,1,4,3,9,5,2005,2005,2,0,4,3,2,412.0,3,3,4,4,3,1,6,456,5,0,1296,1752,2,4,1,3,-0.358847434520379,0,0,-0.358847434520379,1,0,2,0,2,1,3,6,4,1,4,4,2005.0,2,2,576,2,3,2,196,82,0,0,0,0,0,3,2,0,2,2010,2,3,-0.07037661133321592,0,0,0
47,50,3,-1.1948753021946341,-0.21124303349930804,1,2,1,1,1,4,0,9,2,1,3,1,7,5,2003,2003,0,0,10,10,1,0.0,2,3,4,4,3,1,6,1351,5,0,83,1434,2,4,1,3,-0.37281235964688086,631,0,-0.33994425473683904,1,0,1,1,1,1,2,6,4,1,5,4,2003.0,2,2,670,2,3,2,168,43,0,0,198,0,0,3,2,0,8,2009,2,0,-0.08020145377464882,0,0,0
48,20,4,-0.9217423241424862,-0.2197758329349622,1,2,0,1,1,0,0,18,2,1,3,3,8,5,2006,2006,0,0,10,10,1,0.0,2,3,4,3,3,3,6,24,5,0,1632,1656,2,4,1,3,-0.3642652007513507,0,0,-0.3642652007513507,0,0,2,0,3,1,2,7,4,0,1,4,2006.0,2,3,826,2,3,2,0,146,0,0,0,0,0,3,2,0,7,2007,2,3,-0.07878312803907674,0,0,0
49,190,1,-1.4936379066205516,-0.2805029915671421,1,2,0,1,1,0,0,4,2,1,0,5,4,5,1920,2008,0,0,4,3,1,0.0,1,3,1,2,3,1,5,0,5,0,736,736,2,3,1,3,-0.4539351348730595,716,0,-0.3772668275547979,0,0,2,0,2,3,1,8,4,0,1,0,1980.0,0,0,0,0,0,0,0,0,102,0,0,0,0,3,2,0,6,2009,3,4,-0.1078841305187887,0,0,1
50,20,3,-1.0230306148604469,-0.24222276756647898,1,2,0,1,1,0,0,6,2,1,3,3,5,7,1966,1966,0,0,6,6,1,0.0,1,3,2,2,3,1,2,763,5,0,192,955,2,4,1,3,-0.4224745673060444,0,0,-0.4224745673060444,1,0,1,0,3,1,1,6,4,0,1,4,1966.0,1,1,386,2,3,2,0,0,0,0,0,0,0,2,2,0,1,2007,2,3,-0.1033696456304849,0,0,0
51,60,3,-1.0028194197605125,-0.20671860234672754,1,2,3,1,1,1,0,13,2,1,3,5,6,6,1997,1997,0,0,10,10,1,0.0,1,3,4,3,3,3,6,182,5,0,612,794,2,3,1,3,-0.44447689131696005,676,0,-0.3760261237752995,0,1,2,0,3,1,1,6,4,0,1,4,1997.0,3,2,388,2,3,2,0,75,0,0,0,0,0,3,2,0,7,2007,2,3,-0.09098084546065242,1,0,0
52,50,1,-1.1464956719472386,-0.25657506957501625,1,2,0,1,1,0,0,3,2,1,3,1,6,6,1934,1950,0,0,2,1,1,0.0,1,3,4,2,3,1,5,0,5,0,816,816,2,2,1,3,-0.4411305680720377,0,360,-0.39925273945912065,0,0,1,0,3,1,1,6,4,1,4,2,1985.0,1,2,528,2,3,2,112,0,0,0,0,0,0,2,1,400,9,2006,2,3,-0.10737021680007362,0,0,0
53,90,1,-0.8284008430017494,-0.236433523082377,0,2,3,0,1,1,1,0,3,1,2,3,5,5,1963,1963,0,0,2,1,1,0.0,0,3,2,3,3,4,3,104,4,712,0,816,2,2,0,3,-0.4411305680720377,0,0,-0.4411305680720377,1,0,1,0,2,1,1,5,4,0,1,1,1963.0,1,2,516,2,3,2,106,0,0,0,0,0,0,3,2,0,5,2010,2,3,-0.10893611778845351,0,0,0
54,20,3,-1.0093725426622215,-0.14169249775538784,1,2,1,2,1,0,0,11,2,1,3,3,9,5,1981,1987,0,1,3,4,1,0.0,2,3,2,4,3,4,6,1810,5,0,32,1842,2,3,1,3,-0.3541066860851899,0,0,-0.3541066860851899,2,0,0,1,0,1,2,5,4,1,4,4,1981.0,3,3,894,2,3,2,857,72,0,0,0,0,0,3,2,0,11,2006,2,3,-0.06428381669824725,0,0,0
55,80,3,-1.069119436254559,-0.24758126599490865,1,2,0,0,1,0,1,8,2,1,3,4,5,5,1955,1955,0,0,4,3,1,0.0,1,3,2,2,3,1,4,384,5,0,0,384,2,2,1,3,-0.38393822147669887,0,0,-0.38393822147669887,0,0,1,0,3,1,1,6,3,1,3,2,1962.0,1,2,572,2,3,2,0,50,0,0,0,0,0,2,2,0,2,2007,2,3,-0.10247720897695804,0,0,0
56,20,3,-0.8593844203891732,-0.22501832787658205,1,2,1,1,1,0,0,8,2,1,3,3,6,5,1964,1964,0,0,6,7,2,272.0,1,3,2,2,3,1,2,490,5,0,935,1425,2,3,1,3,-0.37916608472314817,0,0,-0.37916608472314817,0,0,2,0,3,1,1,7,4,1,4,4,1964.0,2,2,576,2,3,2,0,0,0,407,0,0,0,3,2,0,7,2008,2,3,-0.09026968471968286,0,0,0
57,160,4,-1.9296538675395942,-0.3218168769694308,1,1,0,1,1,0,0,18,2,1,1,5,8,5,1999,2000,0,0,4,3,2,456.0,2,3,4,3,3,1,6,649,5,0,321,970,2,4,1,3,-0.41915442745297665,756,0,-0.3595582701024932,1,0,2,1,3,1,2,7,4,0,1,4,1999.0,3,2,480,2,3,2,115,0,0,0,0,0,0,3,2,0,8,2009,2,0,-0.0919193822512727,0,0,0
58,60,3,-0.9001782139082606,-0.21689635781566616,1,2,1,1,1,1,0,14,2,1,3,5,7,5,2004,2004,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,860,860,2,4,1,3,-0.43478923427606037,860,0,-0.3606096686023418,0,0,2,1,3,1,2,7,4,0,1,4,2004.0,2,2,565,2,3,2,0,70,0,0,0,0,0,3,2,0,8,2006,2,3,-0.08720939722492752,0,0,0
59,60,3,-1.0230306148604469,-0.2074957669382963,1,2,3,3,1,4,0,20,2,1,3,5,10,5,2006,2006,2,0,10,10,2,1031.0,3,3,4,4,3,4,5,0,5,0,1410,1410,2,4,1,3,-0.3790949046175407,1519,0,-0.3128371168705114,0,0,3,1,3,1,2,10,4,1,4,5,2006.0,3,3,641,2,3,2,192,0,37,0,0,0,0,3,2,0,10,2006,3,4,-0.060077754324278504,0,0,0
